case_id,fir_number,filed_date,modus_operandi,weapon_type,status,narrative_kn,narrative_en,location_id,sensitivity_level
KA-2025-00215,FIR/2025/4798,2025-05-29,cyber fraud via phishing call,knife,chargesheet filed,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 04:11. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of cyber fraud via phishing call was registered in Mangaluru. Incident occurred around 04:11. A knife was reportedly involved. Current status: chargesheet filed.,LOC-8ac1518b,standard
KA-2025-00216,FIR/2025/1072,2025-11-29,ATM tampering attempt,none,chargesheet filed,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 09:22. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of ATM tampering attempt was registered in Mangaluru. Incident occurred around 09:22. No weapon was involved. Current status: chargesheet filed.,LOC-97a56ecd,standard
KA-2025-00217,FIR/2025/8496,2025-07-22,residential break-in via forced door lock,none,chargesheet filed,Hubballi-Dharwad ನಲ್ಲಿ 05:45 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of residential break-in via forced door lock was registered in Hubballi-Dharwad. Incident occurred around 05:45. No weapon was involved. Current status: chargesheet filed.,LOC-4e36c192,standard
KA-2024-00218,FIR/2024/8501,2024-06-26,cyber fraud via fake job offer,none (cyber/no physical weapon),pending forensic report,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 10:52. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of cyber fraud via fake job offer was registered in Tumakuru. Incident occurred around 10:52. No weapon was involved. Current status: pending forensic report.,LOC-98c9c0d3,standard
KA-2025-00219,FIR/2025/3999,2025-01-05,two-wheeler theft from parking area,blunt object,under investigation,Hubballi-Dharwad ನಲ್ಲಿ 14:38 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of two-wheeler theft from parking area was registered in Hubballi-Dharwad. Incident occurred around 14:38. A blunt object was reportedly involved. Current status: under investigation.,LOC-4b9f5b48,standard
KA-2024-00220,FIR/2024/3733,2024-10-15,cyber fraud via fake job offer,none (cyber/no physical weapon),pending forensic report,Shivamogga ನಲ್ಲಿ 13:23 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of cyber fraud via fake job offer was registered in Shivamogga. Incident occurred around 13:23. No weapon was involved. Current status: pending forensic report.,LOC-754e9341,standard
KA-2026-00221,FIR/2026/7290,2026-01-22,residential break-in via rear window,blunt object,under investigation,Mangaluru ನಲ್ಲಿ 19:31 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a residential break-in via rear window at approximately 19:31 in Mangaluru. A blunt object was reportedly involved. Case status: under investigation.,LOC-9173be6a,standard
KA-2024-00222,FIR/2024/5785,2024-05-08,pickpocketing in crowded transit area,none (cyber/no physical weapon),chargesheet filed,Tumakuru ನಲ್ಲಿ 10:11 ಸಮಯದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a pickpocketing in crowded transit area at approximately 10:11 in Tumakuru. No weapon was involved. Case status: chargesheet filed.,LOC-967b3156,restricted
KA-2026-00223,FIR/2026/9898,2026-06-08,cyber fraud via fake job offer,none (cyber/no physical weapon),under investigation,"Shivamogga ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 16:19. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a cyber fraud via fake job offer at approximately 16:19 in Shivamogga. No weapon was involved. Case status: under investigation.,LOC-9ef5308a,standard
KA-2024-00224,FIR/2024/1528,2024-06-08,pickpocketing in crowded transit area,knife,pending forensic report,"Shivamogga ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 02:21. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a pickpocketing in crowded transit area at approximately 02:21 in Shivamogga. A knife was reportedly involved. Case status: pending forensic report.,LOC-9ef5308a,standard
KA-2025-00225,FIR/2025/4385,2025-10-27,chain snatching on foot near market,knife,closed,Mysuru ನಲ್ಲಿ 03:13 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a chain snatching on foot near market at approximately 03:13 in Mysuru. A knife was reportedly involved. Case status: closed.,LOC-abb83e3d,standard
KA-2025-00226,FIR/2025/9428,2025-03-30,cyber fraud via phishing call,knife,closed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 14:12. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of cyber fraud via phishing call was registered in Davanagere. Incident occurred around 14:12. A knife was reportedly involved. Current status: closed.,LOC-139cd0fb,standard
KA-2024-00227,FIR/2024/3396,2024-07-16,ATM tampering attempt,none,closed,Mysuru ನಲ್ಲಿ 02:44 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a ATM tampering attempt at approximately 02:44 in Mysuru. No weapon was involved. Case status: closed.,LOC-fa94b86e,standard
KA-2025-00228,FIR/2025/7600,2025-12-03,chain snatching using two-wheeler,none (cyber/no physical weapon),pending forensic report,Ballari ನಲ್ಲಿ 03:28 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a chain snatching using two-wheeler at approximately 03:28 in Ballari. No weapon was involved. Case status: pending forensic report.,LOC-f60365ed,standard
KA-2025-00229,FIR/2025/9756,2025-12-13,cyber fraud via fake job offer,none,under investigation,Kalaburagi ನಲ್ಲಿ 04:13 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of cyber fraud via fake job offer was registered in Kalaburagi. Incident occurred around 04:13. No weapon was involved. Current status: under investigation.,LOC-9186bdc2,standard
KA-2026-00230,FIR/2026/1793,2026-05-29,chain snatching using two-wheeler,blunt object,chargesheet filed,"Belagavi ಪ್ರದೇಶದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 11:18. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of chain snatching using two-wheeler was registered in Belagavi. Incident occurred around 11:18. A blunt object was reportedly involved. Current status: chargesheet filed.,LOC-d9f4033d,restricted
KA-2024-00231,FIR/2024/3161,2024-01-02,two-wheeler theft from parking area,none (cyber/no physical weapon),pending forensic report,Tumakuru ನಲ್ಲಿ 01:12 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of two-wheeler theft from parking area was registered in Tumakuru. Incident occurred around 01:12. No weapon was involved. Current status: pending forensic report.,LOC-debddecb,standard
KA-2024-00232,FIR/2024/1848,2024-05-08,residential break-in via forced door lock,blunt object,closed,Mangaluru ನಲ್ಲಿ 00:51 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of residential break-in via forced door lock was registered in Mangaluru. Incident occurred around 00:51. A blunt object was reportedly involved. Current status: closed.,LOC-09caf132,standard
KA-2026-00233,FIR/2026/4705,2026-01-10,residential break-in via forced door lock,none,chargesheet filed,Belagavi ನಲ್ಲಿ 16:38 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a residential break-in via forced door lock at approximately 16:38 in Belagavi. No weapon was involved. Case status: chargesheet filed.,LOC-8abc449f,standard
KA-2026-00234,FIR/2026/7276,2026-01-12,residential break-in via forced door lock,none (cyber/no physical weapon),chargesheet filed,Bengaluru Urban ನಲ್ಲಿ 01:57 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a residential break-in via forced door lock at approximately 01:57 in Bengaluru Urban. No weapon was involved. Case status: chargesheet filed.,LOC-f22e7bd7,standard
KA-2024-00235,FIR/2024/3688,2024-08-09,two-wheeler theft from parking area,none (cyber/no physical weapon),chargesheet filed,Mysuru ನಲ್ಲಿ 21:56 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a two-wheeler theft from parking area at approximately 21:56 in Mysuru. No weapon was involved. Case status: chargesheet filed.,LOC-0d0f32f2,standard
KA-2024-00236,FIR/2024/3017,2024-05-14,ATM tampering attempt,none (cyber/no physical weapon),chargesheet filed,Belagavi ನಲ್ಲಿ 15:57 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a ATM tampering attempt at approximately 15:57 in Belagavi. No weapon was involved. Case status: chargesheet filed.,LOC-28067e4f,standard
KA-2024-00237,FIR/2024/1439,2024-05-10,two-wheeler theft from parking area,knife,closed,"Kalaburagi ಪ್ರದೇಶದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:01. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a two-wheeler theft from parking area at approximately 21:01 in Kalaburagi. A knife was reportedly involved. Case status: closed.,LOC-9a7c468c,standard
KA-2024-00238,FIR/2024/7322,2024-03-25,chain snatching on foot near market,none (cyber/no physical weapon),closed,"Hubballi-Dharwad ಪ್ರದೇಶದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 18:29. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a chain snatching on foot near market at approximately 18:29 in Hubballi-Dharwad. No weapon was involved. Case status: closed.,LOC-c76be2fe,standard
KA-2024-00239,FIR/2024/6986,2024-07-24,residential break-in via rear window,blunt object,closed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 00:40. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of residential break-in via rear window was registered in Davanagere. Incident occurred around 00:40. A blunt object was reportedly involved. Current status: closed.,LOC-a7db6519,standard
KA-2025-00240,FIR/2025/1990,2025-02-11,residential break-in via rear window,none,under investigation,Tumakuru ನಲ್ಲಿ 06:58 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a residential break-in via rear window at approximately 06:58 in Tumakuru. No weapon was involved. Case status: under investigation.,LOC-635818c2,standard
KA-2024-00241,FIR/2024/2369,2024-05-08,ATM tampering attempt,none (cyber/no physical weapon),pending forensic report,"Shivamogga ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 01:07. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a ATM tampering attempt at approximately 01:07 in Shivamogga. No weapon was involved. Case status: pending forensic report.,LOC-75e32a72,standard
KA-2025-00242,FIR/2025/1948,2025-04-26,shop burglary after business hours,none (cyber/no physical weapon),under investigation,Belagavi ನಲ್ಲಿ 19:57 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of shop burglary after business hours was registered in Belagavi. Incident occurred around 19:57. No weapon was involved. Current status: under investigation.,LOC-28067e4f,standard
KA-2024-00243,FIR/2024/3684,2024-01-20,chain snatching using two-wheeler,knife,under investigation,Mysuru ನಲ್ಲಿ 16:11 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a chain snatching using two-wheeler at approximately 16:11 in Mysuru. A knife was reportedly involved. Case status: under investigation.,LOC-395bdba4,standard
KA-2024-00244,FIR/2024/1480,2024-07-16,chain snatching using two-wheeler,knife,closed,Shivamogga ನಲ್ಲಿ 04:18 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of chain snatching using two-wheeler was registered in Shivamogga. Incident occurred around 04:18. A knife was reportedly involved. Current status: closed.,LOC-56d22747,standard
KA-2025-00245,FIR/2025/9185,2025-12-08,cyber fraud via fake job offer,none,pending forensic report,Hubballi-Dharwad ನಲ್ಲಿ 03:00 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of cyber fraud via fake job offer was registered in Hubballi-Dharwad. Incident occurred around 03:00. No weapon was involved. Current status: pending forensic report.,LOC-4b9f5b48,standard
KA-2026-00246,FIR/2026/1201,2026-03-01,cyber fraud via fake job offer,none,chargesheet filed,Kalaburagi ನಲ್ಲಿ 10:22 ಸಮಯದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a cyber fraud via fake job offer at approximately 10:22 in Kalaburagi. No weapon was involved. Case status: chargesheet filed.,LOC-62209f35,standard
KA-2025-00247,FIR/2025/6241,2025-05-14,residential break-in via rear window,none (cyber/no physical weapon),chargesheet filed,"Kalaburagi ಪ್ರದೇಶದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:38. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",Complainant reported a residential break-in via rear window at approximately 21:38 in Kalaburagi. No weapon was involved. Case status: chargesheet filed.,LOC-3ef1929e,standard
KA-2026-00248,FIR/2026/2129,2026-03-12,residential break-in via rear window,knife,chargesheet filed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 05:27. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",Complainant reported a residential break-in via rear window at approximately 05:27 in Davanagere. A knife was reportedly involved. Case status: chargesheet filed.,LOC-edff0fc4,standard
KA-2025-00249,FIR/2025/8600,2025-03-28,residential break-in via rear window,blunt object,chargesheet filed,Hubballi-Dharwad ನಲ್ಲಿ 23:27 ಸಮಯದಲ್ಲಿ ಹಿಂಬದಿ ಕಿಟಕಿಯ ಮೂಲಕ ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of residential break-in via rear window was registered in Hubballi-Dharwad. Incident occurred around 23:27. A blunt object was reportedly involved. Current status: chargesheet filed.,LOC-c76be2fe,standard
KA-2025-00250,FIR/2025/9872,2025-09-28,chain snatching on foot near market,knife,under investigation,Belagavi ನಲ್ಲಿ 23:15 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a chain snatching on foot near market at approximately 23:15 in Belagavi. A knife was reportedly involved. Case status: under investigation.,LOC-d105019f,standard
KA-2024-00251,FIR/2024/9061,2024-11-14,ATM tampering attempt,blunt object,under investigation,"Bengaluru Urban ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 18:12. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a ATM tampering attempt at approximately 18:12 in Bengaluru Urban. A blunt object was reportedly involved. Case status: under investigation.,LOC-e35ce1d9,standard
KA-2025-00252,FIR/2025/9280,2025-12-13,cyber fraud via phishing call,none (cyber/no physical weapon),closed,Hubballi-Dharwad ನಲ್ಲಿ 04:33 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a cyber fraud via phishing call at approximately 04:33 in Hubballi-Dharwad. No weapon was involved. Case status: closed.,LOC-6728d136,standard
KA-2025-00253,FIR/2025/6345,2025-02-09,two-wheeler theft from parking area,knife,closed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 10:26. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of two-wheeler theft from parking area was registered in Mysuru. Incident occurred around 10:26. A knife was reportedly involved. Current status: closed.,LOC-efc8be33,standard
KA-2024-00254,FIR/2024/8635,2024-06-13,cyber fraud via fake job offer,none,chargesheet filed,"Belagavi ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 03:12. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",Complainant reported a cyber fraud via fake job offer at approximately 03:12 in Belagavi. No weapon was involved. Case status: chargesheet filed.,LOC-e167733d,standard
KA-2025-00255,FIR/2025/3582,2025-02-15,pickpocketing in crowded transit area,blunt object,pending forensic report,Shivamogga ನಲ್ಲಿ 16:12 ಸಮಯದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a pickpocketing in crowded transit area at approximately 16:12 in Shivamogga. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-c21c2fe1,standard
KA-2025-00256,FIR/2025/9412,2025-01-20,shop burglary after business hours,knife,under investigation,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 14:16. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",A case of shop burglary after business hours was registered in Davanagere. Incident occurred around 14:16. A knife was reportedly involved. Current status: under investigation.,LOC-edff0fc4,restricted
